#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3700,00
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"CRECHE";57600,00
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"EJA";1140,00
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";100260,00
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";54480,00
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"PRÉ-ESCOLA";39300,00
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1700,00
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"CRECHE";15600,00
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"EJA";2880,00
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"ENSINO FUNDAMENTAL";65220,00
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"PRÉ-ESCOLA";31100,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6100,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"CRECHE";61600,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"EJA";10860,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";139260,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";101280,00
"2016";"AC";"BRASILEIA";"MUNICIPAL";"PRÉ-ESCOLA";73100,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3300,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"CRECHE";8000,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"EJA";19500,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"ENSINO FUNDAMENTAL";94320,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";20640,00
"2016";"AC";"CAPIXABA";"MUNICIPAL";"PRÉ-ESCOLA";37000,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";33500,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"CRECHE";298400,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"EJA";26940,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";423300,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO MÉDIO";6360,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";124920,00
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";299300,00
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1800,00
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"CRECHE";46800,00
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";89580,00
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";84000,00
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"PRÉ-ESCOLA";42500,00
"2016";"AC";"FEIJO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5100,00
"2016";"AC";"FEIJO";"MUNICIPAL";"EJA";21660,00
"2016";"AC";"FEIJO";"MUNICIPAL";"ENSINO FUNDAMENTAL";198960,00
"2016";"AC";"FEIJO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";113160,00
"2016";"AC";"FEIJO";"MUNICIPAL";"PRÉ-ESCOLA";102800,00
"2016";"AC";"JORDAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2100,00
"2016";"AC";"JORDAO";"MUNICIPAL";"CRECHE";39600,00
"2016";"AC";"JORDAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";79080,00
"2016";"AC";"JORDAO";"MUNICIPAL";"INDÍGENA";105120,00
"2016";"AC";"JORDAO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";67200,00
"2016";"AC";"JORDAO";"MUNICIPAL";"PRÉ-ESCOLA";15700,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5100,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"CRECHE";77800,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"EJA";14760,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"ENSINO FUNDAMENTAL";150180,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"INDÍGENA";11960,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";70560,00
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"PRÉ-ESCOLA";71700,00
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";900,00
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"CRECHE";23600,00
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"EJA";3180,00
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"ENSINO FUNDAMENTAL";83460,00
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"PRÉ-ESCOLA";27200,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"CRECHE";79800,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"EJA";21900,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ENSINO FUNDAMENTAL";245880,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"INDÍGENA";86440,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";301560,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - INDÍGENA";25860,00
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"PRÉ-ESCOLA";66300,00
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6000,00
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"EJA";16500,00
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";98820,00
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";84480,00
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"PRÉ-ESCOLA";53800,00
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";700,00
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"EJA";2280,00
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";75900,00
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"PRÉ-ESCOLA";60100,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2000,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"CRECHE";30800,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"EJA";13860,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"ENSINO FUNDAMENTAL";143400,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";17880,00
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";23800,00
"2016";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";278900,00
"2016";"AC";"RIO BRANCO";"ESTADUAL";"CRECHE";36000,00
"2016";"AC";"RIO BRANCO";"ESTADUAL";"EJA";1181020,00
"2016";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";5466100,00
