#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2017";"AC";"ACRELANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2862,00
"2017";"AC";"ACRELANDIA";"MUNICIPAL";"CRECHE";59064,00
"2017";"AC";"ACRELANDIA";"MUNICIPAL";"EJA";4928,00
"2017";"AC";"ACRELANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";134812,00
"2017";"AC";"ACRELANDIA";"MUNICIPAL";"PRÉ-ESCOLA";45284,00
"2017";"AC";"ASSIS BRASIL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1378,00
"2017";"AC";"ASSIS BRASIL";"MUNICIPAL";"EJA";2624,00
"2017";"AC";"ASSIS BRASIL";"MUNICIPAL";"ENSINO FUNDAMENTAL";77544,00
"2017";"AC";"ASSIS BRASIL";"MUNICIPAL";"PRÉ-ESCOLA";34556,00
"2017";"AC";"BRASILEIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5406,00
"2017";"AC";"BRASILEIA";"MUNICIPAL";"CRECHE";63130,00
"2017";"AC";"BRASILEIA";"MUNICIPAL";"EJA";10880,00
"2017";"AC";"BRASILEIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";159840,00
"2017";"AC";"BRASILEIA";"MUNICIPAL";"PRÉ-ESCOLA";86920,00
"2017";"AC";"BUJARI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";932,00
"2017";"AC";"BUJARI";"MUNICIPAL";"CRECHE";34068,00
"2017";"AC";"BUJARI";"MUNICIPAL";"ENSINO FUNDAMENTAL";71481,00
"2017";"AC";"BUJARI";"MUNICIPAL";"PRÉ-ESCOLA";28832,00
"2017";"AC";"CAPIXABA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2756,00
"2017";"AC";"CAPIXABA";"MUNICIPAL";"CRECHE";18832,00
"2017";"AC";"CAPIXABA";"MUNICIPAL";"EJA";16320,00
"2017";"AC";"CAPIXABA";"MUNICIPAL";"ENSINO FUNDAMENTAL";121896,00
"2017";"AC";"CAPIXABA";"MUNICIPAL";"PRÉ-ESCOLA";38266,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";34768,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"CRECHE";315222,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"EJA";8934,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";506082,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";187440,00
"2017";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";311958,00
"2017";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3074,00
"2017";"AC";"EPITACIOLANDIA";"MUNICIPAL";"CRECHE";48578,00
"2017";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";111944,00
"2017";"AC";"EPITACIOLANDIA";"MUNICIPAL";"PRÉ-ESCOLA";47594,00
"2017";"AC";"FEIJO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4134,00
"2017";"AC";"FEIJO";"MUNICIPAL";"EJA";30272,00
"2017";"AC";"FEIJO";"MUNICIPAL";"ENSINO FUNDAMENTAL";241848,00
"2017";"AC";"FEIJO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";50438,00
"2017";"AC";"FEIJO";"MUNICIPAL";"PRÉ-ESCOLA";115540,00
"2017";"AC";"JORDAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2014,00
"2017";"AC";"JORDAO";"MUNICIPAL";"CRECHE";78324,00
"2017";"AC";"JORDAO";"MUNICIPAL";"EJA";2560,00
"2017";"AC";"JORDAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";93830,00
"2017";"AC";"JORDAO";"MUNICIPAL";"INDÍGENA";183332,00
"2017";"AC";"JORDAO";"MUNICIPAL";"PRÉ-ESCOLA";31376,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5724,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"CRECHE";85814,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"EJA";15296,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"ENSINO FUNDAMENTAL";170764,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"INDÍGENA";19648,00
"2017";"AC";"MANCIO LIMA";"MUNICIPAL";"PRÉ-ESCOLA";74836,00
"2017";"AC";"MANOEL URBANO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";932,00
"2017";"AC";"MANOEL URBANO";"MUNICIPAL";"CRECHE";20544,00
"2017";"AC";"MANOEL URBANO";"MUNICIPAL";"EJA";1894,00
"2017";"AC";"MANOEL URBANO";"MUNICIPAL";"ENSINO FUNDAMENTAL";78854,00
"2017";"AC";"MANOEL URBANO";"MUNICIPAL";"PRÉ-ESCOLA";20945,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2204,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"CRECHE";47936,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"EJA";15308,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ENSINO FUNDAMENTAL";230342,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"INDÍGENA";66560,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";25560,00
"2017";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"PRÉ-ESCOLA";51643,00
"2017";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4240,00
"2017";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"EJA";13504,00
"2017";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";114984,00
"2017";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";48052,00
"2017";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"PRÉ-ESCOLA";59466,00
"2017";"AC";"PORTO ACRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1484,00
"2017";"AC";"PORTO ACRE";"MUNICIPAL";"EJA";2880,00
"2017";"AC";"PORTO ACRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";94392,00
"2017";"AC";"PORTO ACRE";"MUNICIPAL";"PRÉ-ESCOLA";62342,00
"2017";"AC";"PORTO WALTER";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1908,00
"2017";"AC";"PORTO WALTER";"MUNICIPAL";"CRECHE";21828,00
"2017";"AC";"PORTO WALTER";"MUNICIPAL";"EJA";11968,00
"2017";"AC";"PORTO WALTER";"MUNICIPAL";"ENSINO FUNDAMENTAL";154152,00
"2017";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";43884,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";327858,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"EJA";1232332,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";6614938,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO";2943264,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO INTEGRAL";1246400,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"INDÍGENA";691584,00
"2017";"AC";"RIO BRANCO";"ESTADUAL";"PRÉ-ESCOLA";9328,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";48548,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"CRECHE";807208,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"EJA";48640,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";750172,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO MÉDIO";15552,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";240945,00
"2017";"AC";"RIO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";1048552,00
"2017";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3922,00
"2017";"AC";"RODRIGUES ALVES";"MUNICIPAL";"CRECHE";140170,00
"2017";"AC";"RODRIGUES ALVES";"MUNICIPAL";"EJA";67712,00
"2017";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";154964,00
"2017";"AC";"RODRIGUES ALVES";"MUNICIPAL";"PRÉ-ESCOLA";62434,00
"2017";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";636,00
"2017";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"CRECHE";14766,00
"2017";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"EJA";6208,00
"2017";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ENSINO FUNDAMENTAL";53739,00
